Date,PickupBorough,RideType,RideCount,Year,Month,Day,Season,DayOfWeek,Workday
2014-02-26,Manhattan,Green Taxi,12691,2014,2,26,Winter,Wed,1
2014-02-26,Brooklyn,Green Taxi,8646,2014,2,26,Winter,Wed,1
2014-02-26,Bronx,Green Taxi,4168,2014,2,26,Winter,Wed,1
2014-02-27,Queens,Green Taxi,10915,2014,2,27,Winter,Thu,1
2014-02-27,Staten Island,Green Taxi,18,2014,2,27,Winter,Thu,1
2014-02-27,Bronx,Green Taxi,4746,2014,2,27,Winter,Thu,1
2014-02-27,Manhattan,Green Taxi,13639,2014,2,27,Winter,Thu,1
2014-02-27,Brooklyn,Green Taxi,10073,2014,2,27,Winter,Thu,1
2014-02-27,EWR,Green Taxi,0,2014,2,27,Winter,Thu,1
2014-02-28,Queens,Green Taxi,12621,2014,2,28,Winter,Fri,1
2014-02-28,EWR,Green Taxi,0,2014,2,28,Winter,Fri,1
2014-02-28,Staten Island,Green Taxi,11,2014,2,28,Winter,Fri,1
2014-02-28,Manhattan,Green Taxi,15805,2014,2,28,Winter,Fri,1
2014-02-28,Brooklyn,Green Taxi,11590,2014,2,28,Winter,Fri,1
